时间,城市,昵称,性别,等级,评分,评论
2018-10-02,唐山,蜜柚呦呦,2,2,5,泪点挺大的 蛮好看的
2018-10-02,淄博,花.娘,2,4,5,挺好的一部电影，让我想起上学被别人欺负的时候了。。
2018-10-02,常山,IhJ255041923,2,4,5,觉得很孤单过
2018-10-02,大理,爱情三分味,2,3,5,还不错  我朋友两个人哭稀里哗啦
2018-10-02,遵义,莎啦啦h,2,1,5,好看 很好看嗯嗯
2018-10-02,义乌,SupremeRookie,1,2,3.5,总体还行吧。电影选题比较新颖，讲别的电影没讲过的东西，就还有点看头。电影本身拍得有点差劲的。
2018-10-02,苏州,玖儿仙女,0,2,5,我也 希望都能善良
2018-10-02,深圳,glz282214632,0,3,4,结局不是很完美
2018-10-02,昆明,KjK662340946,0,4,5,哭死我了……给10分吧
2018-10-02,永川,SPg392706207,0,2,5,挺好看的，演员演技在线
2018-10-02,南阳,抱抱我的小乖乖,0,3,5,愿所有青春都被温柔以待
2018-10-02,张家界,短命丶,0,2,4,没看过原著。但是觉得校园欺凌这个主题还是很好的，剧情连贯。值得深思
2018-10-02,乌鲁木齐,UKw283422685,0,2,5,还不错，不过如果是电视剧就更好看了
2018-10-02,齐齐哈尔,LOYALSOBER！,0,3,5,看完这个电影 我深刻的反思了自己的过去 觉得自己当时欺负人的做法 十分可耻 希望在我们下一代的校园里 这种事情很少发生
2018-10-02,重庆,JustinBieber,1,3,5,还不错挺好看
2018-10-02,泉州,HXt933670655,0,3,5,好看  悲伤逆流成河六个字诠释了女主的人生  很现实的一部剧二刷了 太好看了吧
2018-10-02,普洱,Dns256313333,2,3,5,看过好几次小说，对电影很感兴趣。虽然稍微有些不一样。但是太喜欢了。以后还会追看几次的。
2018-10-02,常州,兮颜lgl,0,1,5,挺好看的，看哭了
2018-10-02,成都,一味通,1,2,5,坚决反对校园暴力！
2018-10-02,固原,pqg821865503,0,2,3.5,整体来说还可以。
2018-10-02,卫辉,故人.,0,2,5,"很赞，真实动人。
想哭去去看吧。"
2018-10-02,泰州,奶味甜啵.,2,2,4.5,哭了好几次 很心疼女主 抵制校园欺凌！
2018-10-02,重庆,我喜欢啊,2,2,4.5,我觉得还可以 但是总感觉有点点瑕疵 整体不错
2018-10-02,,ykK122192843,2,2,5,悲伤逆流成河简直好看到炸 气愤感动又难过 校园暴力 言论攻击比打在身上更可怕 看到易遥反击我简直激动到哭 
2018-10-02,天津,懒懒的天堂鸟,0,1,5,很不错，没那么感人，但还是值得一看。
2018-10-02,莱州,jPD488243876,0,2,4,确实不错，演员演技也挺好
2018-10-02,嘉善,小天斌0,0,2,5,好看好看好看
2018-10-02,慈溪,月凉默,2,2,5,十分感人，很喜欢，好评
2018-10-02,金华,诳生,1,2,3.5,还可以，有深意
2018-10-02,宁波,WPr845438310,2,3,5,真的是哭的不成样子了！和同学一起，校园暴力真的少一点吧！
2018-10-02,隆回,PFi418227467,0,2,5,很好看，揪着心的，很真实，导演肯定去学校了解过学生的整体颜值
2018-10-02,博白县,Mrv211793078,0,2,3,"演技方面，任敏和邬君梅两个人撑起了一部电影。任敏作为一个新人演的真的很好。剧情方面还行吧，可能是因为要过审，校园暴力的内容没有太多，也不能完全把书里易遥遭受的一些不公平的待遇播出来。然后就是人设，电影中的唐小米是个自己被校园欺凌却还要在新学校为自己那点脆弱的高傲的人。满足自己那点心理平衡。顾森西两姐弟人设不错。看原著易遥跳河是我没什么感觉，看电影的时候我就哭了。如果只有我一个人记得你们对我的迫害，如果只有我死你们才会相信我，我就去死好了。我要你们看着我死，我要你们记得一辈子，愧疚一辈子。
真的是哭死，希望电视剧不要赚那么多我的眼泪啊😭😭😭😭😭😭"
2018-10-02,昌邑,Wnk805547910,2,2,5,作为原著党还是觉得贼好，演技过关，经典剧情都有，最后女主跳河的时候哭的不要不要的，希望世界上多一点顾森西一样的人吧
2018-10-02,郑州,巴巴活着,2,2,5,电影很好看，看的我很想打唐小米
2018-10-02,郑州,dlduo,1,1,5,好看，很好推荐
2018-10-02,太原,欧娜L,2,3,5,特别震撼，有感染力，直接体现出来社会出现的问题
2018-10-02,焦作,F521L,1,2,5,拍的很好，很有感触。
2018-10-02,江油,无所谓呜呜,1,2,5,对于学生的我们有很大启示也有很深刻意义，所有的青春应该是美好的 但愿所有人的青春不会被辜负希望我们的青春会被温柔对待😦😦
2018-10-02,贵阳,nSh716485512,0,2,5,人已哭晕，希望所有人能够善待身边的人，不要人云亦云！
2018-10-02,天津,FOSTOT,0,3,3.5,女主拯救电影系列。妈妈那一段还是挺感动的。
2018-10-02,重庆,南山五少一航少,1,3,4.5,很有感触！！！
2018-10-02,牟平,vtZ817900108,2,2,5,挺好的，就是有人流鼻涕，还不用卫生纸，一直qu登……
2018-10-02,柳州,pHp779968249,0,3,4.5,很触动人心，挺好的
2018-10-02,昆明,泽予,2,1,4.5,可怜的孩子，校园暴力太恐怖
2018-10-02,黄冈,IOg818542899,0,2,5,好看很悲伤  看了心痛
2018-10-02,上海,AK47大神,1,2,0.5,此片成为了我和女友的分手之作
2018-10-02,禹州,LEO哥哥耶,0,2,5,愿所有的青春都充满阳光
2018-10-02,宿迁,3WHITECHESS,0,2,5,非常好看！我非常喜欢！
2018-10-02,镇江,syy_life,2,1,5,女生去看一定不要化眼妆
2018-10-02,内江,KQU608605201,0,3,5,"💔齐铭是所有人的齐铭，而顾森西却只是易遥一个人的顾森西💔
但小说里的顾森西却是压垮易遥的最后一根稻草
有时候言论真的可以伤害一个人，或许施暴者只觉得是开玩笑，但被害者心中却有难以抹平的伤，其实有时候那些旁观者也是间接伤害者，或许你不曾伤害了人，但冷漠何尝不是伤害
💔
❤愿所有的青春,都被温暖所待❤
杜绝欺凌，从我做起！💪"
2018-10-02,高州,HTW675098599,2,3,4.5,改得挺有意义的，情节可以再充实的就更好了，挺感动的，哭得稀里哗啦，值得一看！
2018-10-02,深圳,热与情的猫,1,3,5,陪小孩子看的
2018-10-02,延边,JzF876652745,0,2,5,好看好看可好看
2018-10-02,乌鲁木齐,LTV236815565,2,1,5,曾经年少，一路悲欢，愿未来的我被温柔以待
2018-10-02,深圳,xhw420349238,0,2,5,哭了，真的很戳心！
2018-10-02,松原,童哥ge,2,1,5,特别好看，好的电影不用宣传评分也高
2018-10-02,常州,IET463817485,2,3,5,感人，不愧是神剧
2018-10-02,长春,IId315950295,1,4,4.5,为数不多的反校园霸凌题材电影
2018-10-02,龙岩,月神452,2,2,5,好看 被顾森西圈粉
2018-10-02,固始县,努力X努力再努力,0,2,5,"好看 真的好看 纯真 
悲伤就像条河"
2018-10-02,沅江,LYX751060895,0,2,5,愿所有人的青春都能被善待
2018-10-02,连云港,矮胖的咖喱,2,1,5,"还好易瑶有顾森西
太阳从西边出来的西"
2018-10-02,诸暨,wcp875258152,0,2,4,电影还可以，😊
2018-10-02,西宁,Lisa,2,3,5,每一次的校园欺凌，都会有旁观者和凌辱者。希望所有人看到校园凌辱的时候，都能站出来！
2018-10-02,遵义,殇19893,0,2,4.5,每一次的悲伤都是自我舔舐伤口，语言暴力嘛，见识过，别当真，做自己的神，活在自己的地方就好了
2018-10-02,成都,猪,2,1,5,"真的超级棒反应校园暴力的
自己虽然没有经历过但是还是被人嘲笑过因为长相问题
超爱辛云来小哥哥的啊！"
2018-10-02,平泉市,瑶尧尧,2,2,5,哭的不行不行的，真的很棒，校园暴力真的不能纵容，一定要出重拳，年龄小不是犯罪的借口，实施校园暴力的人，要承担法律责任。
2018-10-02,青岛,紫寒。500,2,1,5,校园霸凌算是从古至今都有的，不管是以前还是以后并不会因为一部电影去改变，人心都是冷漠的这并非有错，但是你们如此欺负自己的同学你们不觉得自己很恶毒吗，虽然说现在是法治社会但是也有法治管不到的事，有些事做了就是做了，道歉有什么用，这个世界本来就是不公平的，这是没办法改变的。
2018-10-02,苏州,月弥西章,1,1,5,体面看的电影，
2018-10-02,天津,小狼1啊,1,1,5,感动我了！！！
2018-10-02,垦利,小龙女5285,0,1,5,超好看，我妹妹都哭了
2018-10-02,固始县,殘影963,2,2,5,很好看，这是一部有深意的电影，而且很感人
2018-10-02,湘西,小芬子174,2,3,5,超级好看，好评
2018-10-02,淮安,aMR880,0,2,5,好看到爆哦，煽情'
2018-10-02,成都,哈哈啊哇哇,0,1,4.5,很庆幸正拥有着温暖、迷茫、惰性的青春。拥有着身旁这堆很好很好的人
2018-10-02,常德,頔笙＇,2,2,5,真的是良心剧，极力推荐
2018-10-02,安阳,素月墨羽,1,3,5,还中吧还红啊
2018-10-02,肥城,Wvq797298901,0,2,5,确实配得上这个分数，校园暴力刻画的很透彻。
2018-10-02,北京,Joker_颖,2,2,5,很深刻，看完很难受，，
2018-10-02,莱州,CmX157030827,0,1,5,比较悲惨的结局
2018-10-02,西安,bsG787249573,0,2,5,好看，     还是可以的
2018-10-02,武汉,cuE373974065,0,3,4,不错希望以后出更好的作品
2018-10-02,大竹,aRU209086147,0,3,5,看到泪流满面
2018-10-02,南昌,徐慧婷Xui,0,2,5,哭成狗....
2018-10-02,昆山,ycc19940111,2,2,3,个人觉得还挺好看的 题材不错 小演员们演的都很好 很年轻 像高中生活
2018-10-02,曲靖,SqZ745063079,0,2,5,已哭出声…………
2018-10-02,濮阳,pKl112401088,2,2,5,我们不能用自己的角度去看别人的人生，每个人的人生经历不同。不要用嘴巴去杀死别人。也希望以后得校园暴力事件越来越少。
2018-10-02,江阴,Prayyan,2,2,5,满分，电影8分，还有两分给校园暴力题材，虽然国内也有其他片子也是讲校园暴力的，但是，这部是看到现在最好看的，发誓！
2018-10-02,长沙,xiyan1996～～,2,2,4.5,超级有带入感，看的眼睛湿润，难过，主演虽然是新人，但演技很不错！
2018-10-02,淮安,美少女战士330,0,2,4.5,我们这个电影院的人上班剪指甲，然后不洗手在给别人装爆米花。
2018-10-02,淄博,酒乃鱼979,2,2,5,看的过程心一直都是忐忑揪心，一开始，齐铭对易瑶的好，易瑶对齐铭的动心，唐小米的嫉妒，森湘的温柔，森西的幽默，同学的乱起哄。再到后来，齐铭对易瑶的不理解，齐铭对森湘的特别，易瑶对齐铭的失望，对森西的好感，唐小米对易瑶的仇视，同学们的变本加厉。这一切的一切。那些同学们的跟风欺凌，跟风起哄，跟风谩骂，跟风嘲笑。还有老师们的偏袒跟不重视，明明是受害者却要全校通报，说实话我真的想一脚踹死那些道貌岸然的老师跟同学，她们自以为是的正义，只是满足他们人性里一个可笑的行为。这个世界的不公平，跟风，不只是发生在学校，社会里的各处都随处可见。人啊总是活在自己给自己编造的谎言下生活，不断的给自己的无底线找借口。
2018-10-02,瑞安,鱼鱼yyyyy,2,2,5,很棒！哭到世界末日边缘
2018-10-02,邳州,YRt482874053,0,2,3,emm，表示这个转的好僵硬。。。
2018-10-02,开州区,Vivien,2,2,5,太好看了吧 真的很令人悲伤
2018-10-02,睢宁,lpN53679227,0,3,3.5,好看吗？写下你的感触。嗯，有点正能量。
2018-10-02,武汉,FHK947554816,0,4,5,好看好看好看
2018-10-02,武汉,欢喜圆子,1,2,5,《悲伤逆流成河》观后感:校园暴力和语言暴力的伤害太恶毒了～虐
2018-10-02,邯郸,hu～125,0,2,5,想到现实有共鸣
2018-10-02,普宁,woo想你,2,3,5,以为成功包场结果还有几个人也买了票哈哈哈。。开场吃吃吃。可谓是全程陪哭了😂😂😂。剧情真的虐。齐铭就是渣男。
2018-10-02,珠海,jJF962862282,0,4,5,我喜欢的类型 也很深刻
2018-10-02,商丘,hoW633573205,2,3,5,不错，全程没看明白
2018-10-02,安庆,yjin924,0,3,5,愿每个人的青春，都是温暖相待。
2018-10-02,启东,夙潼boss,0,2,5,有些片段真的超级感人
2018-10-02,重庆,前程好,0,2,4.5,校园欺凌。。。感同身受，毕竟曾经也经历过，这一分，对小四的作品风格有点不喜欢
2018-10-02,原阳,贺嘉珂,2,2,5,非常非常非常的好看，五星好评
2018-10-02,昆明,薛霸大大,1,2,3.5,总体还行吧 但没有预期的那么好
2018-10-02,赣州,昧.492,2,2,5,当他们在草塘两端四目相望 眼中尽是对方 哪里还有逆流成河的悲伤
2018-10-02,浠水,给女儿摇个娘,1,3,5,满分，炒鸡好看
2018-10-02,岳阳,PSE835856589,0,3,5,很不错的一部电影
2018-10-02,成都,吃货1997。,1,2,2.5,说实话不好看  一部很悲伤的故事却没得泪点
2018-10-02,集美,糖果屋,2,3,4,最大的感受就是很写实，真实，没看过原著，也没经历过女主那么惨烈的排挤，但是就是觉得像是发生在身边一样，真实，值得一看
2018-10-02,深圳,fairyboss,2,3,5,虽然早就看过小说但是电影也能将那种情感渲染的淋漓尽致
2018-10-02,黔西南,小鬼662,1,2,5,超级感动了我，心痛
2018-10-02,辉县,印象,1,2,5,很有感触，非常好看
2018-10-02,赣州,宝玉,0,3,5,看完很伤心。
2018-10-02,台州,Lbyx7,2,3,5,好看，女主跳河那一刻有点想哭😭😭
2018-10-02,佛山,草泥马二代,1,2,4.5,共同的大环境当中，不一样的个人生活。被欺凌的弱势群体，真实的写照，让人看着心疼。家庭的条件，让易遥饱受流言蜚语，莫名短信背后的事，所有矛头都针锋相对。电影没有以前高中不睡觉看小说时的悲惨，差一些触动到泪点。愿大家每天的笑容里都有愉快和坦荡，心中有自己的小太阳☀
2018-10-02,遵义,iGa199620301,0,2,1.5,我真的无语那个配音了，真的很难入戏。看的我尴尬症都犯了。一听女主说话我就难受🙄
2018-10-02,青岛,磊敏,2,3,5,比较好，意义深刻!
2018-10-02,桐城,秋天要回来的,0,1,5,很感人，最后看哭了
2018-10-02,鞍山,LUA720248913,0,3,0.5,没有那么好。不知道为什么评分那么高。就是讲一个母亲不正经往家里带人用的女儿的毛巾。结果孩子得了性病。一系列被同学嘲笑...  不明白双胞胎姐姐突然来个陌生人信息就能去。也不打电话问问 有点扯了。女主角演的挺好。剧情不好。
2018-10-02,遂宁,猫与瞳2,0,1,1,男朋友看到评分9.1就带我来看了，简直了，，，啥子烂片，矫揉造作的台词，那个齐铭就一面瘫，何谈演技，不知道这个9.1怎么来的
2018-10-02,丽江,AfE662531382,0,3,5,额(⊙o⊙)…
2018-10-02,北京,YoungNin,1,3,4,看完这部片子，我更加觉得中国人没有良心，一个道德败坏的民族。感觉中国人全都是坏人。
2018-10-02,聊城,Superhuman.110,1,2,5,剧情十分扎心，哭的一塌糊涂
2018-10-02,偃师,stK不准不听,0,2,5,简直虐心，后面我都快哭死了
2018-10-02,绵阳,IND599182663,0,2,5,校园暴力，真的恶心
2018-10-02,兰州,fMA220637195,0,2,4.5,小时候我没有欺负过别人，但也没有站出来帮助过被欺负的同学。对不起
2018-10-02,长沙,MHQ508233388,1,2,4,很实际，青少年教育问题，值得我们深思
2018-10-02,厦门,BnY368317051,0,3,5,记得带纸巾。
2018-10-02,无锡,海阔天空_展望,0,1,4,妈妈带她去看病 那个片段很感动！
2018-10-02,丽江,CLD732438945,0,3,5,你好，我是顾森西，太阳往西边出来的西。
2018-10-02,惠州,FXu776596680,0,2,5,好好看，好深刻的感觉，在影院我哭的稀里哗啦的，好可怕，我现在正好读高二。
2018-10-02,河源,NxW568857388,0,3,5,还不错，有点伤感
2018-10-02,辽源,ucf664789686,1,3,5,电影中最震撼人心的片段大概是易瑶向河奔跑的时候，那种透不过气的感觉。整个人都随着她跑起来，好像她跳下去我也就跟着跳下去了，小时候也被欺负过，那种感觉我懂，我不觉得这是烂片，不否认其中的文艺感过重，但他真的是一部好电影。
2018-10-02,广元,小厘小米,2,2,5,停下吧，不要在说了，停下吧。
2018-10-02,中牟,花香茶伴,0,2,0.5,尴尬的时候最终选择了玩手机！
2018-10-02,铜仁,小喵492,2,3,5,难受  无论看多少遍都是哭
2018-10-02,玉溪,OpB660198359,0,3,4,作为一个小时候受过校园暴力的人来说，她的家境不如我，我也不是女性。可感觉是相同的，别人看你好欺负的时候真的是连女生都要来踩一脚幸好我会反抗拼命。我可是在小学时试过全班讨厌的情况，学习不好拖累他（她）们。初中学习成绩正常了，校园暴力更明显了。还好我学聪明了，躲避技能点满，可还是没逃过某个很喜欢所谓（恶作剧）男同学的偷袭，打火机把钢笔烧烫，烙在了我的右手背上到现在细小的疤痕还在我的手上。这件事班主任没有很好处理。他后面得到应有的下场，欺负新来的同学后，这位新同学花钱教了他作人的道理。
2018-10-02,中山,VHY100250244,0,1,4,还行！演技有待加强，不过还是有感人的地方，结局处理得不太完善
2018-10-02,台州,xLK584826435,2,2,4.5,校园暴力是非常值得关注的问题。易瑶和顾森西两个人真的很好，顾森西是在易瑶那段悲伤时光里最温暖、最明亮的太阳。如果这些事都没有发生在易瑶身上，那她会拥有一个美好的家庭，一个爱她的妈妈，一个真心对她的青梅竹马，一个非常爱她，会逗她开心的顾森西。
2018-10-02,杭州,清欢渡.439,2,2,5,好看好看 特别好看
2018-10-02,泰州,PGK120547219,2,2,5,好看，没小说虐
2018-10-02,南宁,cbC194939305,0,2,4.5,很好看，很好看
2018-10-02,自贡,NUq358154657,2,2,5,很揪心，但很好看
2018-10-02,巩义,徐泇,2,2,5,够悲伤也够震撼。
2018-10-02,辽阳,乌云,0,3,3,还行吧.一般般
2018-10-02,江阴,王惠霞750,0,3,4.5,流言能杀人一点也不奇怪，不要随便议论别人，因为早晚都会遭报应。
2018-10-02,天津,坡上一只狮子,2,2,5,很不错的电影。
2018-10-02,成都,mex714872306,1,2,4.5,真的很催泪，值得看
2018-10-02,上海,彭彭21234,2,2,4.5,非常棒！剧情虽然有点悲惨，正式很多现代教育界存在的隐患，值得推荐给孩子们家长们老师们都要看一下，通过家庭学校教育和法制，共同管理守护好安全美好积极向上的校园环境。
2018-10-02,遵义,XZh535159621,0,2,5,真的超级好看啊，很有感触
2018-10-02,广州,Ozr694801702,0,3,5,大家好，我叫顾森西，太阳从西边出来的西！
2018-10-02,邵阳,露珠儿,0,3,4,"近几年校园霸凌事件的视频和一些报道看的比较多，总是让人觉得触目惊心。
这部电影拍得让人感触颇深。伤感，甜蜜，委屈，绝望，救赎。题材不错，再接再厉。"
2018-10-02,常州,非非0901,0,4,3.5,表演的痕迹有点重
2018-10-02,乐山,SSY810831947,0,3,1.5,这9分电影，我怕是看了假电影，电影各方面都需要进步
2018-10-02,南通,wTh351881629,0,4,5,很好看，紧紧抓住情绪，愿每个人的青春都能被温柔以待，拒绝校园暴力
2018-10-02,晋江市,Aaa9236,2,2,5,催泪的一部电影 真心不错
2018-10-02,宁德,茶树榕树兄弟,1,3,4,展现了当代中国市井学生生活，反映了当代素质/品质教育的缺失/不足！应该把孔子的 “仁者爱仁”“以德报德以直报怨”“不迁怒不二过”这些道德思想质素共同进步修养起来……
2018-10-02,涟水,Idealism°i957,2,2,5,炒鸡好看，泪点好高
2018-10-02,台州,Joseph610,1,2,5,非常好看 后面看哭
2018-10-02,辽阳,fOy773517052,0,3,5,记得来看要带纸巾
2018-10-02,上海,慾...,2,1,5,哭了三次呜哇哇哇
2018-10-02,石狮,ViQ504117886,1,2,5,好看得一批阿
2018-10-02,深圳,zMn665992652,0,3,4.5,挺不错的。有些慢镜头感觉很棒，情节也有感动的地方。
2018-10-02,黔西南,Y.8289,2,2,5,很有感触..
2018-10-02,广州,NtC148554374,2,3,5,剧情太短了，很多都是带过的，姐姐死了之后的剧情也是快速带过，高潮部分居然只有女主跳海那一段看哭了，总结还不算悲伤，结尾带阳光！
2018-10-02,昆明,qzuser,0,4,5,很感人的电影
2018-10-02,芜湖,这货不是妮子,2,3,3,"首先吐槽一下9.1分究竟是怎么刷上去的……
然后逐点开始吐槽：
1.看过原著，虽然是多年前看的了，但根据印象，电影应该是改编了不少剧情
2.推近景…一言不合镜头就开始往演员五官怼，对新人演员的颜值和演技简直是绝顶考验
3.尴尬的台词…对不起其实不想吐槽台词的，因为台词的确就是明显的早期小四/落落那一挂青春文学小说的风格，是九零后青涩时期的记忆没错…但是大概是现在长大了吧，回头听这些句子实在是觉得无病呻吟，太脱离现实。
4.贪多嚼不烂。导演/编剧想表达的东西太多了，从原生家庭贫富差异校园暴力亲子关系青春情感到法治教育…堆得太多每个都没深入 适得其反
5.emmm全片有泪点？？？"
2018-10-02,上海,我的青春不悲伤.,1,3,5,好看，因为自己小时候读书也是有类似的遭遇所以看时候有很多感同身受
2018-10-02,上海,女儿长大了,1,4,4,还行还行…泪点低的一定会“稀里哗啦”😄
2018-10-02,重庆,yGO207657895,0,3,5,结局要改一下。不然太悲伤了，不好不好。
2018-10-02,监利,Z_LP7,0,2,3.5,有两个情节让我很有感触，一个是易遥妈妈牵起她的手去治病那一刻，眼泪止不住，另外就是在易遥一个人面对所有人时
2018-10-02,成都,Zaing—Lau,0,3,5,好看的，发人深省
2018-10-02,呼和浩特,若在长久之路上,2,3,5,真的是哭成狗
2018-10-02,泰州,恋殇945,1,3,5,好看啦啦啦啦
2018-10-02,北京,圆滚滚猫咪丸子,2,3,5,真的挺好看的
2018-10-02,临安,olM279774801,0,2,5,感动到想哭了
2018-10-02,永康,颜如意8110,0,1,4.5,还可以的看的
2018-10-02,莆田,记忆当空,1,3,5,最后那段对话，很令人深思，情节编排很好
2018-10-02,扬州,够爱。811,2,2,5,你好，我叫顾森西 太阳从西边出来的西。
2018-10-02,银川,MOZ791321581,0,2,5,太好看了，。
2018-10-02,富阳,FanGJIAMiN.,0,2,5,哭到 没有纸
2018-10-02,徐州,aRM483038037,0,1,5,~^~~~一
2018-10-02,韶关,yTW767198439,0,2,5,超级虐！超级好看！
2018-10-02,长沙,扶清隐,0,2,4,演技差了点，但是校园暴力是个加分项。
2018-10-02,保山,杨熙icon,0,1,5,"你以为的玩笑 对于别人却是晴天霹雳
认为这都是微不足道的小事   对于别人却是刺骨的伤害
事后你不以为然 抛之脑后
你以为你很完美 其实并不然"
2018-10-02,泉州,ZmU786911388,0,2,5,有些东西说是说不出来的，自己去体会吧，有些人伤害了就是伤害了，自己去补救吧，但不要忘记自己做过的事。要去面对并且补救她，不要等晚了才后悔啊
2018-10-02,合川,星軌x。,0,2,4.5,实在是感染啊
2018-10-02,汕头,YdH848410663,1,2,5,特别感人，非常好看
2018-10-02,永州,柒7179,2,2,4,挺好看的，可能我泪点高？？？只有最后易瑶跑着要跳河的那一段心里特别难受才哭了.
2018-10-02,遵义,SHv675055803,0,3,0.5,自卑心理与自负心理产生的一群**与一个可怜的**的校园狗血剧
2018-10-02,监利,UyD502400399,0,1,4,还行吧，反正我没哭😂😂
2018-10-02,太原,纸杯君,1,2,4,男二女二古德古德
2018-10-02,广安,Mio577,2,2,4.5,为什么顾森湘死了
2018-10-02,吴江,Rachel8773,0,2,4.5,结尾 改动很大
2018-10-02,随州,DXQ337190231,0,2,5,到后来会忍不住哭一场，而且还会大哭一场，真的特别感人
2018-10-02,天津,高19980906,1,1,5,很好很好很好
2018-10-02,江阴,DITTICY,2,2,4,额u上课吗中本聪我没说你习惯i多冷
2018-10-02,苏州,哎哟小吕,0,3,5,棒棒哒 不错哦
2018-10-02,诸暨,ZBM793048084,0,3,5,真的很很很很好看啊啊啊 看哭了
2018-10-02,南宁,艺中兴.,2,2,5,别说了，泪流满面。
2018-10-02,苏州,_qqscd1350487168,1,3,4,还算感人。一些事情确实是真实存在的，或多或少也经历过
2018-10-02,北京,雪小傲,0,1,5,女生都很好看 衣服也好看  满意
2018-10-02,南京,LifeIsAClassroom,2,2,1.5,一般般，选角不错
2018-10-02,临汾,jQi765853803,0,1,5,超级好看，一直在哭
2018-10-02,宜宾,瑪骊C,0,2,4.5,可以的，画面比较唯美，女主演技不错颜值也在线，最后跳海那截儿哭了，明说喜欢男二顾森西，谁都不要跟我抢。女二长得也好看。侧重讲校园暴力，相比于原小说没有那么悲剧了，但还是很感人。台词也都很经典，很有哲理。太阳从西边出来的西，✌️
2018-10-02,曲靖,猪猪4829,1,3,5,好影片，呼吁老师，家长，同学，社会，一定要重视校园暴力，本省多年前，就因为校园暴力，最后葬送了四名大学生的生命
2018-10-02,沈阳,GKp326728703,1,2,5,部分感人 男女主嗯…我挺喜欢顾湘西的没了
2018-10-02,上海,coco32243,2,3,3.5,跟原著比差很多，但是可以反映出现在社会上存在的问题，挺好的
2018-10-02,永兴县,北港初晴°822,2,2,5,很感人也很有意义的一部电影
2018-10-02,遵义,Chrima_1992,2,3,5,很喜欢电影画面，校园暴力题材也不错，很有教育意义，中间有几个场景相当感人，看完觉得值得给10分，值得去电影院看。
2018-10-02,南阳,S千与千寻S,2,3,5,好看…弱势力被保护了最后。
2018-10-02,温岭,hkx806899782,0,3,5,一部很简单的电影，但是很真实，希望以后不要在校园欺凌事件了，不要让造成心理阴影，每个孩子都是妈妈心里的宝，都是天使，童年留下美好的回忆
2018-10-02,绥化,眼角笑意_,0,3,5,。。。。。。。。
2018-10-02,安阳,南柱赫的楠楠老婆,2,2,3.5,因为是原著党，但是制作不易
2018-10-02,北京,Xiong1189,1,3,3.5,只图个感觉吧，有些电影只能年轻时候看，有些电影只能看一次
2018-10-02,达拉特旗,梵高的第四个影子,2,4,5,"经历过绝望
所以 知道 什么是绝望
我的生命中并没有出现像顾森西这样的人
但是我愿意做自己的顾森西
越来越大的这几年
不再那么悲伤了 心上的伤口好像愈合了
但是永远也不会原谅伤害过我的人
最后 10分
纵使悲伤逆流成河
顾森西的西是希望的希"
2018-10-02,长沙,Gsr289969081,0,1,5,好不错，有一点悲伤
2018-10-02,常熟,粉红色的依恋,1,5,5,不错的一部校园电影🎬……反应当今校园的实际情况
2018-10-02,忻州,怜慕,0,2,5,愿所有的青春都被温柔以待
2018-10-02,宁国,颜·洛,2,2,5,特别棒的一部电影，泪点很多，哭成狗很nice
2018-10-02,南昌,rve594747618,0,2,4.5,我叫顾森西，太阳从西边升起的西
2018-10-02,中山,tvL120181204,0,3,5,很有深度.有质量
2018-10-02,郑州,OZZ958326221,0,1,5,很有教育意义
2018-10-02,河池,开飞机的舒尹,0,2,5,巨好看 边看边起鸡皮
2018-10-02,惠东,qzw956008073,0,2,5,好看，感动！
2018-10-02,无锡,如果？569,1,3,5,真的好看，一部绝对的好电影，制片方很用心，将校园欺凌的各省举报电话写在了电影最后
2018-10-02,仙游县,Gfb983601738,2,3,2.5,"挺好看的
不过很气人
看一半卡住了"
2018-10-02,靖江,梁朝伟的小宝贝,2,3,4,"从顾森湘坠楼开始哭到最后，电影真的很感人，反映了一些人道世道，不公。女主被逼上绝路，但天网恢恢疏而不漏，恶人自会遭到报应，有些损人不利己的事情都只是为了图自己一时的心里爽，却够后悔一辈子。顾森湘这个善解人意，美丽大方，漂亮可爱的人，却偏偏被迫坠楼而亡，一个花季少女的生命就这样陨落。这部电影以反应现实，真实感人取胜，在我上初中的时候，虽然我没有亲身经历过，但也听过见过校园霸凌，训新这些事。以貌取人，又或是穷人被欺，上一届的欺下一届的，厕所，地下车库成了很多无辜的人噩梦的开端，有的被扔书包扔眼镜，有的被打被骂被污蔑，在最无能为力的年纪，承受对自己最大的打击，青春的痛楚。
别做损人不利己的事！千万！"
2018-10-02,阜新,到手时间决定好评,2,2,5,有郭敬明做编的片子，画面都不错，整个电影情节连贯，剧情紧凑，人物情感细腻，催泪也有笑点，大结局峰回路转，没有遗憾。值得一观。
2018-10-02,廉江,nicoanana,2,3,3.5,很有教育意义的片儿
2018-10-02,南通,奇怪梦381,2,2,0.5,感觉把小说毁了。演的并不动人
2018-10-02,石家庄,这屁有毒,0,2,4.5,很好看。值得一看
2018-10-02,西安,Gun130268894,0,2,5,超级好看，刚开始看很压抑，中间很愤怒，后期超感动，哭啥傻了都
2018-10-02,莒南,FgZ536434692,0,1,5,真的很有感触，我初中的时候也被欺负过，最后眼睛湿了。
2018-10-02,阜阳,aGE856561098,1,2,5,看完之后心灵像是被冲刷了一遍的感觉
2018-10-02,户县,AvZ966413200,0,3,5,让青春多一点温暖。
